code,name,lat,long,tambon,amphoe,province,provinceEng,basin,region,regionEng,station_type
BPUN,ทต.ศรีสงคราม,17.6269936,104.2614336,ศรีสงคราม,ศรีสงคราม,นครพนม,Nakhon Phanom,แม่น้ำโขง,ภาคตะวันออกเฉียงเหนือ,Northeast,R
DTAN,ทต.ดอนตาล,16.3183808,104.9189952,ดอนตาล,ดอนตาล,มุกดาหาร,Mukdahan,แม่น้ำโขง,ภาคตะวันออกเฉียงเหนือ,Northeast,R
JBLG,ทต.เจ๊ะบิลัง,6.6572404,99.9703424,เจ๊ะบิลัง,เมืองสตูล,สตูล,Satun,ภาคใต้ฝั่งตะวันตก,ภาคใต้,South,R
NGPI,อบต.หนองไผ่,15.9816496,101.07376,หนองไผ่,หนองไผ่,เพชรบูรณ์,Phetchabun,แม่น้ำป่าสัก,ภาคเหนือ,North,R
SYKP,ทต.ปากตะโก,10.1005848,99.1378432,ปากตะโก,ทุ่งตะโก,ชุมพร,Chumphon,ภาคใต้ฝั่งตะวันออก,ภาคใต้,South,R
CCSS,อบต.ท่าข้าม,10.6203432,99.1282816,ท่าข้าม,ท่าแซะ,ชุมพร,Chumphon,ภาคใต้ฝั่งตะวันออก,ภาคใต้,South,R
PSLI,ทต.ไพศาลี,15.6001744,100.6571904,ไพศาลี,ไพศาลี,นครสวรรค์,Nakhon Sawan,แม่น้ำเจ้าพระยา,ภาคเหนือ,North,R
TSUD,อบต.โคกชำแระ,14.7326128,104.9076096,โคกชำแระ,ทุ่งศรีอุดม,อุบลราชธานี,Ubon Ratchathani,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,R
TKPP,ทต.ตระการพืชผล,15.6215808,105.0230464,กระเดียน,ตระการพืชผล,อุบลราชธานี,Ubon Ratchathani,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,R
BNAK,อบต.บ้านแมด,14.8545296,105.3219584,บ้านแมด,บุณฑริก,อุบลราชธานี,Ubon Ratchathani,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,R
KANG,อบต.แก้ง,14.7103008,105.017984,แก้ง,เดชอุดม,อุบลราชธานี,Ubon Ratchathani,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,R
DOCI,ทต.ทาสบเส้า,18.465392,99.1267456,ทาสบเส้า,แม่ทา,ลำพูน,Lamphun,แม่น้ำปิง,ภาคเหนือ,North,R
RAWE,อบต.ระเว,15.3100384,105.2790656,ระเว,พิบูลมังสาหาร,อุบลราชธานี,Ubon Ratchathani,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,R
NBLK,อบต.หนองบัวละคร,15.2542496,101.8664064,หนองบัวละคร,ด่านขุนทด,นครราชสีมา,Nakhon Ratchasima,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,R
TLPC,อบต.ขนงพระ,14.6068784,101.4563072,ขนงพระ,ปากช่อง,นครราชสีมา,Nakhon Ratchasima,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,R
KHOG,ทต.เมืองคง,15.4437488,102.3284352,เมืองคง,คง,นครราชสีมา,Nakhon Ratchasima,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,R
BGRT,ทต.กงรถ,15.0136448,102.7485952,กงรถ,ห้วยแถลง,นครราชสีมา,Nakhon Ratchasima,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,R
BDAR,ทต.ดอนอะราง,14.5870416,102.4956672,ดอนอะราง,หนองกี่,บุรีรัมย์,Buriram,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,R
KNDG,อบต.แคนดง,15.3082736,103.124032,แคนดง,แคนดง,บุรีรัมย์,Buriram,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,R
HYRT,ทต.ห้วยราช,14.9733584,103.1865216,ห้วยราช,ห้วยราช,บุรีรัมย์,Buriram,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,R
BSKJ,อบต.ละหานทราย,14.3956896,102.8472256,ละหานทราย,ละหานทราย,บุรีรัมย์,Buriram,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,R
KKHA,อบต.เทพราช,8.8580592,99.8636672,เทพราช,สิชล,นครศรีธรรมราช,Nakhon Si Thammarat,ภาคใต้ฝั่งตะวันออก,ภาคใต้,South,R
LNRG,อบต.ลำนางรอง,14.1888576,102.6847552,ลำนางรอง,โนนดินแดง,บุรีรัมย์,Buriram,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,R
MGTI,อบต.นอกเมือง,14.8507856,103.49776,นอกเมือง,เมืองสุรินทร์,สุรินทร์,Surin,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,R
BTHI,ศูนย์อปพร. ทต.บ้านธิ,18.6517664,99.116512,บ้านธิ,บ้านธิ,ลำพูน,Lamphun,แม่น้ำปิง,ภาคเหนือ,North,R
NANP,ทต.นาหนองไผ่,15.3504976,103.4760832,นาหนองไผ่,ชุมพลบุรี,สุรินทร์,Surin,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,R
PRST,อบต.กังแอน,14.6454112,103.4362816,กังแอน,ปราสาท,สุรินทร์,Surin,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,R
BPLA,อบต.เขาไชยราช,10.9443464,99.2975552,เขาไชยราช,ปะทิว,ชุมพร,Chumphon,ภาคใต้ฝั่งตะวันออก,ภาคใต้,South,R
TEPT,อบต.โคกเริงรมย์,15.3994576,101.602592,โคกเริงรมย์,บำเหน็จณรงค์,ชัยภูมิ,Chaiyaphum,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,Northeast,R
SMSU,ทต.บ้านเต่า,16.3556384,102.3785984,บ้านเต่า,บ้านแท่น,ชัยภูมิ,Chaiyaphum,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,Northeast,R
LHOK,อบต.เหล่ากอหก,17.4963824,100.8875136,เหล่ากอหก,นาแห้ว,เลย,Loei,แม่น้ำโขง,ภาคตะวันออกเฉียงเหนือ,Northeast,R
NNPT,อบต.วังทอง,17.3207936,102.0247936,วังทอง,นาวัง,หนองบัวลำภู,Nong Bua Lamphu,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,Northeast,R
SOKL,อบต.ปางกู่,17.0199984,102.5912384,ปางกู่,โนนสัง,หนองบัวลำภู,Nong Bua Lamphu,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,Northeast,R
BNHI,อบต.นาคำไฮ,17.2618176,102.338208,นาคำไฮ,เมืองหนองบัวลำภู,หนองบัวลำภู,Nong Bua Lamphu,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,Northeast,R
SENM,ทต.เสริมงาม,18.0662384,99.2494784,ทุ่งงาม,เสริมงาม,ลำปาง,Lampang,แม่น้ำวัง,ภาคเหนือ,North,R
HNCG,ทต.ปากน้ำ,9.9465488,98.5951936,ปากน้ำ,เมืองระนอง,ระนอง,Ranong,ภาคใต้ฝั่งตะวันตก,ภาคใต้,South,R
MRMT,อบต.แม่ระมาด,16.9899008,98.5182784,แม่ระมาด,แม่ระมาด,ตาก,Tak,แม่น้ำสาละวิน,ภาคเหนือ,North,R
BNPI,อบต.บ้านไผ่,16.1166208,102.7067264,ในเมือง,บ้านไผ่,ขอนแก่น,Khon Kaen,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,Northeast,R
SPWA,อบต.ป่าแก่บ่อหิน,7.0564368,99.8019136,ป่าแก่บ่อหิน,ทุ่งหว้า,สตูล,Satun,ภาคใต้ฝั่งตะวันตก,ภาคใต้,South,R
PHON,อบต.โนนข่า,15.7813488,102.5964864,โนนข่า,พล,ขอนแก่น,Khon Kaen,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,R
KPEM,อบต.พังทุย,16.7482288,102.9232064,พังทุย,น้ำพอง,ขอนแก่น,Khon Kaen,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,Northeast,R
NKTP,ทต.บะยาว,17.0808656,103.3991296,บะยาว,วังสามหมอ,อุดรธานี,Udon Thani,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,Northeast,R
NONA,อบต.หนองนาง,17.6951008,102.6152832,หนองนาง,ท่าบ่อ,หนองคาย,Nong Khai,แม่น้ำโขง,ภาคตะวันออกเฉียงเหนือ,Northeast,R
PHPS,อบต.จุมพล,18.059136,103.081728,จุมพล,โพนพิสัย,หนองคาย,Nong Khai,แม่น้ำโขง,ภาคตะวันออกเฉียงเหนือ,Northeast,R
PTWY,สวนสาธารณะหนองถิ่น ทม.หนองคาย,17.877032,102.727104,ในเมือง,เมืองหนองคาย,หนองคาย,Nong Khai,แม่น้ำโขง,ภาคตะวันออกเฉียงเหนือ,Northeast,R
PGKH,ทต.พังโคน,17.3985968,103.7142912,พังโคน,พังโคน,สกลนคร,Sakon Nakhon,แม่น้ำโขง,ภาคตะวันออกเฉียงเหนือ,Northeast,R
KSPS,ทต.โกสุมพิสัย,16.2430304,103.0630912,หัวขวาง,โกสุมพิสัย,มหาสารคาม,Maha Sarakham,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,Northeast,R
KGTP,ทต.คุ้งตะเภา,17.625312,100.1236672,คุ้งตะเภา,เมืองอุตรดิตถ์,อุตรดิตถ์,Uttaradit,แม่น้ำน่าน,ภาคเหนือ,North,R
KSOD,อบต.คลองพา,9.5924744,99.1195712,คลองพา,ท่าชนะ,สุราษฎร์ธานี,Surat Thani,ภาคใต้ฝั่งตะวันออก,ภาคใต้,South,R
