code,name,lat,long,tambon,amphoe,province,basin,region,station_type
MUN015,ท่าตูม,15.3296784,103.6826112,ทุ่งกุลา,ท่าตูม,สุรินทร์,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,W
KON002,เมืองเลย,17.5093296,101.7366336,ชัยพฤกษ์,เมืองเลย,เลย,แม่น้ำโขง,ภาคตะวันออกเฉียงเหนือ,W
SKM004,ศรีสงคราม,17.6748688,104.2858112,ศรีสงคราม,ศรีสงคราม,นครพนม,แม่น้ำโขง,ภาคตะวันออกเฉียงเหนือ,W
CHI013,ยางตลาด,16.4110864,103.4671424,ดอนสมบูรณ์,ยางตลาด,กาฬสินธุ์,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,W
MUN011,พิบูลมังสาหาร,15.2496848,105.2392640,โพธิ์ศรี,พิบูลมังสาหาร,อุบลราชธานี,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,W
MUN009,เมืองสุรินทร์,14.8755296,103.3787136,ตระแสง,เมืองสุรินทร์,สุรินทร์,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,W
KON003,สุวรรณคูหา,17.5756624,102.2732800,นาสี,สุวรรณคูหา,หนองบัวลำภู,แม่น้ำโขง,ภาคตะวันออกเฉียงเหนือ,W
CHI012,เมืองมหาสารคาม,16.2322512,103.2710784,เกิ้ง,เมืองมหาสารคาม,มหาสารคาม,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,W
TPI007,วิภาวดี,9.2064480,98.9525120,ตะกุกเหนือ,วิภาวดี,สุราษฎร์ธานี,แม่น้ำตาปี,ภาคใต้,W
STU001,เมืองสตูล,6.7266664,100.0625920,ฉลุง,เมืองสตูล,สตูล,ภาคใต้ฝั่งตะวันตก,ภาคใต้,W
TNG002,เมืองตรัง,7.5559000,99.5782464,บางรัก,เมืองตรัง,ตรัง,ภาคใต้ฝั่งตะวันตก,ภาคใต้,W
CMP001,เมืองชุมพร,10.5744512,99.1457472,หาดพันไกร,เมืองชุมพร,ชุมพร,ภาคใต้ฝั่งตะวันออก,ภาคใต้,W
SLA005,ปากรอ,7.2614384,100.4243456,ปากรอ,สิงหนคร,สงขลา,ทะเลสาบสงขลา,ภาคใต้,W
NKO001,ทุ่งสง,8.1749504,99.6789056,ปากแพรก,ทุ่งสง,นครศรีธรรมราช,ภาคใต้ฝั่งตะวันตก,ภาคใต้,W
CPY015,สะพานกรุงเทพ,13.7003664,100.4928064,ดาวคะนอง,ธนบุรี,กรุงเทพมหานคร,แม่น้ำเจ้าพระยา,ภาคกลาง,W
SAY002,ศรีสาคร,6.2272116,101.4969984,ศรีสาคร,ศรีสาคร,นราธิวาส,ภาคใต้ฝั่งตะวันออก,ภาคใต้,W
RNG001,เมืองระนอง,9.9616128,98.6445952,เขานิเวศน์,เมืองระนอง,ระนอง,ภาคใต้ฝั่งตะวันตก,ภาคใต้,W
CMP002,หลังสวน,9.9534248,99.0644096,ขันเงิน,หลังสวน,ชุมพร,ภาคใต้ฝั่งตะวันออก,ภาคใต้,W
NKO002,เชียรใหญ่,8.0895048,100.1278912,การะเกด,เชียรใหญ่,นครศรีธรรมราช,ภาคใต้ฝั่งตะวันออก,ภาคใต้,W
TKP002,เมืองพังงา,8.4773352,98.5282816,ถ้ำน้ำผุด,เมืองพังงา,พังงา,ภาคใต้ฝั่งตะวันตก,ภาคใต้,W
TNG001,ท่าสะบ้า,7.7293792,99.5514816,ท่าสะบ้า,วังวิเศษ,ตรัง,ภาคใต้ฝั่งตะวันตก,ภาคใต้,W
SAY001,สุคิริน,5.9392872,101.7747136,สุคิริน,สุคิริน,นราธิวาส,ภาคใต้ฝั่งตะวันออก,ภาคใต้,W
BKK008,คลองแสนแสบ บางกะปิ,13.7613056,100.6160256,หัวหมาก,บางกะปิ,กรุงเทพมหานคร,แม่น้ำเจ้าพระยา,กรุงเทพมหานคร,W
BKK020,คลองลาดพร้าว ปากคลอง2สายใต้,13.9318896,100.6393984,ลาดพร้าว,ลาดพร้าว,กรุงเทพมหานคร,แม่น้ำเจ้าพระยา,กรุงเทพมหานคร,W
BKK005,คลองภาษีเจริญ เพชรเกษม69,13.6916448,100.3813120,หลักสอง,บางแค,กรุงเทพมหานคร,แม่น้ำเจ้าพระยา,กรุงเทพมหานคร,W
BKK015,คลองหกวา ลำลูกกา คลอง8,13.9415728,100.7749696,ลำลูกกา,ลำลูกกา,ปทุมธานี,แม่น้ำบางปะกง,ภาคกลาง,W
MUN010,เมืองศรีสะเกษ,15.1181344,104.3185920,เมืองเหนือ,เมืองศรีสะเกษ,ศรีสะเกษ,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,W
GLF002,ปากแม่น้ำท่าจีน,13.5178048,100.2749952,บางหญ้าแพรก,เมืองสมุทรสาคร,สมุทรสาคร,แม่น้ำท่าจีน,ภาคกลาง,W
CHR002,เทิง,19.6882448,100.1875264,เวียง,เทิง,เชียงราย,แม่น้ำโขง,ภาคเหนือ,W
CHR005,เชียงแสน,20.2197104,100.1211456,โยนก,เชียงแสน,เชียงราย,แม่น้ำกก,ภาคเหนือ,W
DIV001,คลองผันน้ำยม-น่าน1,17.3662048,99.8436800,ในเมือง,สวรรคโลก,สุโขทัย,แม่น้ำยม,ภาคเหนือ,W
PYO001,ท้ายกว๊านพะเยา,19.1598320,99.9141312,เวียง,เมืองพะเยา,พะเยา,แม่น้ำโขง,ภาคเหนือ,W
YOM011,งาว,18.7608016,99.9726656,หลวงใต้,งาว,ลำปาง,แม่น้ำยม,ภาคเหนือ,W
SKG002,เมืองอุทัยธานี,15.3708384,100.0441920,อุทัยใหม่,เมืองอุทัยธานี,อุทัยธานี,แม่น้ำสะแกกรัง,ภาคเหนือ,W
NAN009,เวียงสา,18.5499488,100.7615552,ส้าน,เวียงสา,น่าน,แม่น้ำน่าน,ภาคเหนือ,W
BKK003,คลองมหาสวัสดิ บางกรวย-สวนผัก,13.7996048,100.4386624,ตลิ่งชัน,ตลิ่งชัน,กรุงเทพมหานคร,แม่น้ำเจ้าพระยา,กรุงเทพมหานคร,W
BKK004,คลองทวีวัฒนา ท้ายปตร.ทวีวัฒนา,13.7955488,100.3319104,ศาลาธรรมสพน์,ทวีวัฒนา,กรุงเทพมหานคร,แม่น้ำเจ้าพระยา,กรุงเทพมหานคร,W
CPY012,บางปะอิน,14.3045184,100.5664320,ขนอนหลวง,บางปะอิน,พระนครศรีอยุธยา,แม่น้ำเจ้าพระยา,ภาคกลาง,W
SLA007,บางกล่ำ,7.0794184,100.4278784,ท่าช้าง,บางกล่ำ,สงขลา,ทะเลสาบสงขลา,ภาคใต้,W
CHN001,เมืองจันทบุรี,12.6135792,102.1140864,จันทนิมิต,เมืองจันทบุรี,จันทบุรี,ชายฝั่งทะเลตะวันออก,ภาคกลาง,W
CPY002,พยุหะคีรี,15.4265632,100.1346880,ท่าน้ำอ้อย,พยุหะคีรี,นครสวรรค์,แม่น้ำเจ้าพระยา,ภาคเหนือ,W
BKK021,คลองลาดพร้าว วัดบางบัว,13.8540736,100.5874880,อนุสาวรีย์,บางเขน,กรุงเทพมหานคร,แม่น้ำเจ้าพระยา,กรุงเทพมหานคร,W
BKK009,คลองลำปลาทิว ลาดกระบัง,13.7406944,100.7946880,ลาดกระบัง,ลาดกระบัง,กรุงเทพมหานคร,แม่น้ำบางปะกง,กรุงเทพมหานคร,W
BPK003,บางน้ำเปรี้ยว,13.8703536,101.1457472,บางขนาก,บางน้ำเปรี้ยว,ฉะเชิงเทรา,แม่น้ำบางปะกง,ภาคกลาง,W
SKE001,คลองพระปรง,13.9374000,101.9220032,บ้านแก้ง,เมืองสระแก้ว,สระแก้ว,แม่น้ำปราจีนบุรี,ภาคกลาง,W
SKE003,คลองพรหมโหด,13.7058496,102.4816832,บ้านใหม่หนองไทร,อรัญประเทศ,สระแก้ว,โตนเลสาป,ภาคกลาง,W
